City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
659,Kanbe,MM,78.8,thunderstorm with light rain,16.71,96.0,CBT Mingalar Bar Bio Garden
660,Atambua,ID,70.93,scattered clouds,-9.11,124.89,Pondok Pesantren Al Muhajirin Atambua
662,Mtwara,TZ,84.2,scattered clouds,-10.27,40.18,Til Hotels
665,Ewa Beach,US,75.2,few clouds,21.32,-158.01,Hampton Inn & Suites Oahu/Kapolei
666,Burke,US,82.99,few clouds,38.79,-77.27,Heart of Fairfax Near GMU Upscale Privacy 2 Bedrooms
669,Lakatoro,VU,77.63,light rain,-16.1,167.42,Lakatoro Palm Lodge
671,Lakeside,US,82.99,clear sky,30.13,-81.77,Whitey's Fish Camp
672,Hirara,JP,84.18,light rain,24.8,125.28,Hotel Atoll Emerald Miyakojima
673,Shache,CN,80.02,clear sky,38.42,77.24,Delong Hotel
674,Moju,BR,84.2,few clouds,-1.88,-48.77,HOTEL MARTINS
675,Komsomolsk,UA,76.42,clear sky,49.01,33.65,Olʹviya
678,Villagarzon,CO,74.14,overcast clouds,1.04,-76.63,Hotel Samari
680,Keti Bandar,PK,88.52,overcast clouds,24.14,67.45,Haji laloo memon house
684,Ishigaki,JP,84.27,moderate rain,24.34,124.16,Hotel Peace Land Ishigakijima
685,Kupang,ID,77.31,scattered clouds,-10.17,123.58,Sylvia Hotel Premier Kupang
687,Suluq,LY,84.54,clear sky,31.67,20.25,ورشة الحضيري لاكترونات وخدمات النت
691,Berezyne,UA,80.55,few clouds,46.23,29.2,Березинское кладбище
692,Klyuchi,RU,76.15,broken clouds,52.27,79.17,Vesolaya Mayovka
695,Kostomuksha,RU,79.27,overcast clouds,64.57,30.58,Apartments on Lenina 17
700,Sabratah,LY,85.15,clear sky,32.79,12.49,مقبرة المجاهديه
704,Wuwei,CN,75.0,overcast clouds,37.93,102.64,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
705,Chake Chake,TZ,78.87,few clouds,-5.25,39.77,Hotel Archipelago
706,Januaria,BR,79.92,clear sky,-15.48,-44.37,Hotel Paraguassu
